"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Latin America and the Caribbean","Dominican Republic","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","66.26","SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
"SDG: Latin America and the Caribbean","Dominican Republic","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","93.23","SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
"SDG: Latin America and the Caribbean","Dominican Republic","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","92.94","SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
"SDG: Latin America and the Caribbean","Dominican Republic","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","85.33","SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
"SDG: Latin America and the Caribbean","Dominican Republic","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","63.24","SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
"SDG: Latin America and the Caribbean","Dominican Republic","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","64.07","SOURCE: ECLAC based on Encuesta Nacional Continua de Fuerza de Trabajo - ENCFT, Nacional, Anual"
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","65.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","68.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","94.05","SOURCE: Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","73.24","SOURCE: Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","94.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","95.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","46.47","SOURCE: Algeria MICS 2019. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","40.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Algeria","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","42.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.64","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","91.46","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","79.09","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","93.21","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","92.41","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","98.84","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","72.30","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.25","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.42","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","73.24","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","74.16","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","90.54","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, Nacional, Diciembre and Encuesta National de Hogares - ENAHO , Nacional, Julio"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","83.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","84.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","83.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","94.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","94.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","82.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","77.64","SOURCE: Spain EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","95.75","SOURCE: Spain EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","96.84","SOURCE: Spain EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","71.82","SOURCE: Spain EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","75.14","SOURCE: Spain EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","97.23","SOURCE: Spain EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","95.93","SOURCE: Spain EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","75.62","SOURCE: Spain EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","87.18","SOURCE: Estonia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.49","SOURCE: Estonia EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","82.79","SOURCE: Estonia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.48","SOURCE: Estonia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","98.90","SOURCE: Estonia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","85.77","SOURCE: Estonia EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.03","SOURCE: Estonia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","81.95","SOURCE: Estonia EU-LFS 2018 (GEMR)."
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","55.65","SOURCE: Ethiopian Socioeconomic Survey (ESS) 2018-19. The survey collected data on school attendance and educational attainment for age 4 and above."
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","28.45","SOURCE: Ethiopian Socioeconomic Survey (ESS) 2018-19. The survey collected data on school attendance and educational attainment for age 4 and above."
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","13.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","53.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","27.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","56.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","15.54","SOURCE: Ethiopian Socioeconomic Survey (ESS) 2018-19. The survey collected data on school attendance and educational attainment for age 4 and above."
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","13.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","25.70","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","99.08","SOURCE: Finland EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","88.28","SOURCE: Finland EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","99.54","SOURCE: Finland EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","89.92","SOURCE: Finland EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","88.52","SOURCE: Finland EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","90.22","SOURCE: Finland EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.30","SOURCE: Finland EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","99.47","SOURCE: Finland EU-LFS 2018 (GEMR)."
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","54.57","SOURCE: Fiji MICS 2021. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","92.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","88.99","SOURCE: Fiji MICS 2021. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","92.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","85.40","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","84.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","97.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","98.44","SOURCE: Fiji MICS 2021. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","97.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","87.91","SOURCE: France EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","98.82","SOURCE: France EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.79","SOURCE: France EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","87.92","SOURCE: France EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.15","SOURCE: France EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2021","91.44","SOURCE: France EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2021","98.27","SOURCE: France EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","88.06","SOURCE: France EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","82.74","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","84.47","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","99.59","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","100.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","99.59","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2018 (GEMR)."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","98.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","97.70","SOURCE: Georgia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","98.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.91","SOURCE: Georgia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","91.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","77.27","SOURCE: Georgia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","92.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","70.96","SOURCE: Ghana MICS 2018 (GEMR)."
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","47.39","SOURCE: Ghana MICS 2018 (GEMR)."
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","76.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","35.90","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","37.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","53.80","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","53.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","76.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","35.74","SOURCE: Ghana MICS 2018 (GEMR)."
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","36.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","21.00","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","26.30","SOURCE: Guinea DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","35.20","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","45.14","SOURCE: Guinea DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","51.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","21.50","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","53.10","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","16.40","SOURCE: Guinea DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","65.52","SOURCE: Gambia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2020","48.64","SOURCE: Gambia DHS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2018","26.38","SOURCE: Gambia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2020","28.80","SOURCE: Gambia DHS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, upper secondary education, both sexes (%)","2019","29.30","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2018","45.79","SOURCE: Gambia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, lower secondary education, both sexes (%)","2019","51.60","SOURCE: https://education-estimates.org/completion/data/; extracted on 18 August 2023 (GEMR/UIS)"
